t,mox
[s],[g/s]
15.52,3.238385
15.525,3.22431
15.53,3.234866
15.535,3.210236
15.54,3.245422
15.545,3.231348
15.55,3.241903
15.555,3.263015
15.56,3.22431
15.565,3.252459
15.57,3.252459
15.575,3.227829
15.58,3.238385
15.585,3.210236
15.59,3.22431
15.595,3.270053
15.6,3.217273
15.605,3.234866
15.61,3.241903
15.615,3.217273
15.62,3.241903
15.625,3.252459
15.63,3.210236
15.635,3.234866
15.64,3.248941
15.645,3.217273
15.65,3.266534
15.655,3.227829
15.66,3.238385
15.665,3.252459
15.67,3.234866
15.675,3.213755
15.68,3.245422
15.685,3.259497
15.69,3.245422
15.695,3.22431
15.7,3.248941
15.705,3.255978
15.71,3.241903
15.715,3.22431
15.72,3.255978
15.725,3.238385
15.73,3.238385
15.735,3.252459
15.74,3.241903
15.745,3.238385
15.75,3.263015
15.755,3.241903
15.76,3.238385
15.765,3.252459
15.77,3.234866
15.775,3.241903
15.78,3.241903
15.785,3.238385
15.79,3.220791
15.795,3.263015
15.8,3.248941
15.805,3.234866
15.81,3.273571
15.815,3.220791
15.82,3.234866
15.825,3.263015
15.83,3.227829
15.835,3.241903
15.84,3.234866
15.845,3.227829
15.85,3.252459
15.855,3.252459
15.86,3.22431
15.865,3.245422
15.87,3.234866
15.875,3.259497
15.88,3.252459
15.885,3.231348
15.89,3.238385
15.895,3.255978
15.9,3.238385
15.905,3.220791
15.91,3.259497
15.915,3.263015
15.92,3.217273
15.925,3.231348
15.93,3.255978
15.935,3.231348
15.94,3.259497
15.945,3.248941
15.95,3.227829
15.955,3.255978
15.96,3.220791
15.965,3.248941
15.97,3.241903
15.975,3.231348
15.98,3.248941
15.985,3.227829
15.99,3.231348
15.995,3.245422
16,3.234866
16.005,3.259497
16.01,3.210236
16.015,3.22431
16.02,3.255978
16.025,3.217273
16.03,3.255978
16.035,3.266534
16.04,3.241903
16.045,3.227829
16.05,3.252459
16.055,3.255978
16.06,3.231348
16.065,3.22431
16.07,3.259497
16.075,3.241903
16.08,3.220791
16.085,3.259497
16.09,3.234866
16.095,3.241903
16.1,3.234866
16.105,3.227829
16.11,3.245422
16.115,3.238385
16.12,3.234866
16.125,3.263015
16.13,3.234866
16.135,3.220791
16.14,3.259497
16.145,3.217273
16.15,3.255978
16.155,3.231348
16.16,3.234866
16.165,3.263015
16.17,3.234866
16.175,3.263015
16.18,3.217273
16.185,3.255978
16.19,3.206717
16.195,3.245422
16.2,3.234866
16.205,3.245422
16.21,3.248941
16.215,3.234866
16.22,3.255978
16.225,3.213755
16.23,3.255978
16.235,3.227829
16.24,3.245422
16.245,3.263015
16.25,3.217273
16.255,3.234866
16.26,3.259497
16.265,3.22431
16.27,3.241903
16.275,3.248941
16.28,3.22431
16.285,3.245422
16.29,3.245422
16.295,3.231348
16.3,3.238385
16.305,3.234866
16.31,3.238385
16.315,3.210236
16.32,3.248941
16.325,3.255978
16.33,3.213755
16.335,3.263015
16.34,3.245422
16.345,3.227829
16.35,3.245422
16.355,3.234866
16.36,3.192642
16.365,3.252459
16.37,3.255978
16.375,3.231348
16.38,3.238385
16.385,3.248941
16.39,3.234866
16.395,3.255978
16.4,3.241903
16.405,3.231348
16.41,3.245422
16.415,3.255978
16.42,3.203198
16.425,3.248941
16.43,3.263015
16.435,3.213755
16.44,3.255978
16.445,3.245422
16.45,3.22431
16.455,3.259497
16.46,3.252459
16.465,3.206717
16.47,3.270053
16.475,3.234866
16.48,3.220791
16.485,3.248941
16.49,3.234866
16.495,3.245422
16.5,3.252459
16.505,3.217273
16.51,3.238385
16.515,3.245422
16.52,3.220791
16.525,3.245422
16.53,3.263015
16.535,3.245422
16.54,3.263015
16.545,3.259497
16.55,3.231348
16.555,3.259497
16.56,3.213755
16.565,3.252459
16.57,3.245422
16.575,3.217273
16.58,3.238385
16.585,3.252459
16.59,3.220791
16.595,3.252459
16.6,3.22431
16.605,3.245422
16.61,3.238385
16.615,3.248941
16.62,3.252459
16.625,3.217273
16.63,3.241903
16.635,3.22431
16.64,3.252459
16.645,3.210236
16.65,3.252459
16.655,3.227829
16.66,3.248941
16.665,3.231348
16.67,3.245422
16.675,3.245422
16.68,3.241903
16.685,3.263015
16.69,3.255978
16.695,3.234866
16.7,3.245422
16.705,3.245422
16.71,3.241903
16.715,3.252459
16.72,3.220791
16.725,3.266534
16.73,3.217273
16.735,3.248941
16.74,3.231348
16.745,3.217273
16.75,3.255978
16.755,3.220791
16.76,3.248941
16.765,3.259497
16.77,3.206717
16.775,3.248941
16.78,3.241903
16.785,3.231348
16.79,3.263015
16.795,3.245422
16.8,3.234866
16.805,3.263015
16.81,3.241903
16.815,3.245422
16.82,3.266534
16.825,3.213755
16.83,3.22431
16.835,3.252459
16.84,3.241903
16.845,3.217273
16.85,3.213755
16.855,3.231348
16.86,3.241903
16.865,3.227829
16.87,3.234866
16.875,3.234866
16.88,3.227829
16.885,3.241903
16.89,3.227829
16.895,3.227829
16.9,3.252459
16.905,3.238385
16.91,3.213755
16.915,3.245422
16.92,3.245422
16.925,3.238385
16.93,3.238385
16.935,3.241903
16.94,3.227829
16.945,3.231348
16.95,3.245422
16.955,3.263015
16.96,3.220791
16.965,3.22431
16.97,3.241903
16.975,3.217273
16.98,3.234866
16.985,3.263015
16.99,3.227829
16.995,3.220791
17,3.245422
17.005,3.231348
17.01,3.22431
17.015,3.252459
17.02,3.231348
17.025,3.227829
17.03,3.259497
17.035,3.241903
17.04,3.213755
17.045,3.231348
17.05,3.259497
17.055,3.217273
17.06,3.231348
17.065,3.263015
17.07,3.263015
17.075,3.217273
17.08,3.22431
17.085,3.273571
17.09,3.231348
17.095,3.263015
17.1,3.252459
17.105,3.227829
17.11,3.245422
17.115,3.217273
17.12,3.238385
17.125,3.234866
17.13,3.241903
17.135,3.245422
17.14,3.217273
17.145,3.238385
17.15,3.252459
17.155,3.238385
17.16,3.255978
17.165,3.22431
17.17,3.227829
17.175,3.241903
17.18,3.245422
17.185,3.231348
17.19,3.241903
17.195,3.206717
17.2,3.234866
17.205,3.248941
17.21,3.213755
17.215,3.234866
17.22,3.255978
17.225,3.245422
17.23,3.234866
17.235,3.227829
17.24,3.245422
17.245,3.227829
17.25,3.248941
17.255,3.252459
17.26,3.213755
17.265,3.245422
17.27,3.238385
17.275,3.263015
17.28,3.234866
17.285,3.227829
17.29,3.248941
17.295,3.245422
17.3,3.22431
17.305,3.241903
17.31,3.245422
17.315,3.245422
17.32,3.241903
17.325,3.227829
17.33,3.238385
17.335,3.266534
17.34,3.231348
17.345,3.245422
17.35,3.245422
17.355,3.22431
17.36,3.22431
17.365,3.259497
17.37,3.245422
17.375,3.227829
17.38,3.245422
17.385,3.263015
17.39,3.248941
17.395,3.227829
17.4,3.248941
17.405,3.245422
17.41,3.220791
17.415,3.248941
17.42,3.234866
17.425,3.234866
17.43,3.259497
17.435,3.213755
17.44,3.245422
17.445,3.238385
17.45,3.227829
17.455,3.252459
17.46,3.241903
17.465,3.245422
17.47,3.241903
17.475,3.234866
17.48,3.252459
17.485,3.248941
17.49,3.231348
17.495,3.245422
17.5,3.248941
17.505,3.234866
17.51,3.252459
17.515,3.231348
17.52,3.248941
17.525,3.238385
17.53,3.231348
17.535,3.22431
17.54,3.263015
17.545,3.22431
17.55,3.252459
17.555,3.234866
17.56,3.22431
17.565,3.238385
17.57,3.241903
17.575,3.22431
17.58,3.255978
17.585,3.217273
17.59,3.248941
17.595,3.248941
17.6,3.220791
17.605,3.266534
17.61,3.217273
17.615,3.227829
17.62,3.248941
17.625,3.227829
17.63,3.22431
17.635,3.231348
17.64,3.206717
17.645,3.252459
17.65,3.241903
17.655,3.22431
17.66,3.252459
17.665,3.245422
17.67,3.217273
17.675,3.266534
17.68,3.217273
17.685,3.245422
17.69,3.231348
17.695,3.22431
17.7,3.259497
17.705,3.234866
17.71,3.248941
17.715,3.22431
17.72,3.238385
17.725,3.263015
17.73,3.210236
17.735,3.259497
17.74,3.234866
17.745,3.227829
17.75,3.241903
17.755,3.220791
17.76,3.259497
17.765,3.213755
17.77,3.248941
17.775,3.231348
17.78,3.245422
17.785,3.234866
17.79,3.213755
17.795,3.248941
17.8,3.217273
17.805,3.238385
17.81,3.234866
17.815,3.231348
17.82,3.234866
17.825,3.206717
17.83,3.217273
17.835,3.259497
17.84,3.210236
17.845,3.252459
17.85,3.241903
17.855,3.217273
17.86,3.234866
17.865,3.227829
17.87,3.22431
17.875,3.245422
17.88,3.213755
17.885,3.241903
17.89,3.266534
17.895,3.210236
17.9,3.22431
17.905,3.255978
17.91,3.203198
17.915,3.241903
17.92,3.263015
17.925,3.231348
17.93,3.241903
17.935,3.255978
17.94,3.234866
17.945,3.241903
17.95,3.234866
17.955,3.248941
17.96,3.238385
17.965,3.220791
17.97,3.22431
17.975,3.259497
17.98,3.263015
17.985,3.217273
17.99,3.234866
17.995,3.263015
18,3.22431
18.005,3.22431
18.01,3.263015
18.015,3.22431
18.02,3.206717
18.025,3.238385
18.03,3.238385
18.035,3.231348
18.04,3.234866
18.045,3.241903
18.05,3.220791
18.055,3.255978
18.06,3.241903
18.065,3.220791
18.07,3.231348
18.075,3.217273
18.08,3.241903
18.085,3.245422
18.09,3.220791
18.095,3.248941
18.1,3.245422
18.105,3.231348
18.11,3.248941
18.115,3.248941
18.12,3.227829
18.125,3.248941
18.13,3.22431
18.135,3.22431
18.14,3.245422
18.145,3.234866
18.15,3.234866
18.155,3.234866
18.16,3.241903
18.165,3.231348
18.17,3.252459
18.175,3.252459
18.18,3.210236
18.185,3.259497
18.19,3.238385
18.195,3.241903
18.2,3.255978
18.205,3.220791
18.21,3.252459
18.215,3.238385
18.22,3.217273
18.225,3.245422
18.23,3.217273
18.235,3.22431
18.24,3.252459
18.245,3.210236
18.25,3.241903
18.255,3.238385
18.26,3.22431
18.265,3.245422
18.27,3.234866
18.275,3.22431
18.28,3.248941
18.285,3.238385
18.29,3.231348
18.295,3.241903
18.3,3.234866
18.305,3.231348
18.31,3.252459
18.315,3.22431
18.32,3.238385
18.325,3.259497
18.33,3.227829
18.335,3.241903
18.34,3.231348
18.345,3.220791
18.35,3.252459
18.355,3.220791
18.36,3.270053
18.365,3.217273
18.37,3.227829
18.375,3.248941
18.38,3.217273
18.385,3.220791
18.39,3.217273
18.395,3.227829
18.4,3.263015
18.405,3.227829
18.41,3.231348
18.415,3.263015
18.42,3.22431
18.425,3.245422
18.43,3.245422
18.435,3.217273
18.44,3.248941
18.445,3.248941
18.45,3.231348
18.455,3.245422
18.46,3.213755
18.465,3.248941
18.47,3.245422
18.475,3.22431
18.48,3.234866
18.485,3.252459
18.49,3.22431
18.495,3.245422
18.5,3.245422
18.505,3.231348
18.51,3.234866
18.515,3.217273
18.52,3.248941
18.525,3.234866
18.53,3.206717
18.535,3.234866
18.54,3.231348
18.545,3.217273
18.55,3.238385
18.555,3.266534
18.56,3.241903
18.565,3.220791
18.57,3.252459
18.575,3.255978
18.58,3.241903
18.585,3.217273
18.59,3.234866
18.595,3.248941
18.6,3.22431
18.605,3.241903
18.61,3.266534
18.615,3.231348
18.62,3.217273
18.625,3.241903
18.63,3.255978
18.635,3.217273
18.64,3.22431
18.645,3.255978
18.65,3.252459
18.655,3.22431
18.66,3.248941
18.665,3.263015
18.67,3.231348
18.675,3.248941
18.68,3.252459
18.685,3.210236
18.69,3.245422
18.695,3.263015
18.7,3.213755
18.705,3.245422
18.71,3.227829
18.715,3.248941
18.72,3.227829
18.725,3.22431
18.73,3.217273
18.735,3.238385
18.74,3.234866
18.745,3.238385
18.75,3.266534
18.755,3.220791
18.76,3.252459
18.765,3.220791
18.77,3.234866
18.775,3.248941
18.78,3.213755
18.785,3.248941
18.79,3.203198
18.795,3.252459
18.8,3.220791
18.805,3.22431
18.81,3.259497
18.815,3.22431
18.82,3.231348
18.825,3.234866
18.83,3.248941
18.835,3.231348
18.84,3.255978
18.845,3.213755
18.85,3.234866
18.855,3.238385
18.86,3.231348
18.865,3.22431
18.87,3.248941
18.875,3.210236
18.88,3.241903
18.885,3.245422
18.89,3.238385
18.895,3.234866
18.9,3.217273
18.905,3.238385
18.91,3.22431
18.915,3.231348
18.92,3.263015
18.925,3.22431
18.93,3.238385
18.935,3.238385
18.94,3.227829
18.945,3.241903
18.95,3.227829
18.955,3.234866
18.96,3.210236
18.965,3.231348
18.97,3.263015
18.975,3.210236
18.98,3.273571
18.985,3.22431
18.99,3.227829
18.995,3.259497
19,3.22431
19.005,3.234866
19.01,3.245422
19.015,3.248941
19.02,3.217273
19.025,3.248941
19.03,3.248941
19.035,3.22431
19.04,3.217273
19.045,3.252459
19.05,3.245422
19.055,3.234866
19.06,3.220791
19.065,3.248941
19.07,3.234866
19.075,3.241903
19.08,3.231348
19.085,3.231348
19.09,3.255978
19.095,3.227829
19.1,3.241903
19.105,3.231348
19.11,3.217273
19.115,3.241903
19.12,3.234866
19.125,3.22431
19.13,3.22431
19.135,3.245422
19.14,3.248941
19.145,3.217273
19.15,3.241903
19.155,3.238385
19.16,3.220791
19.165,3.231348
19.17,3.241903
19.175,3.241903
19.18,3.227829
19.185,3.241903
19.19,3.234866
19.195,3.217273
19.2,3.255978
19.205,3.252459
19.21,3.213755
19.215,3.238385
19.22,3.245422
19.225,3.210236
19.23,3.234866
19.235,3.245422
19.24,3.231348
19.245,3.203198
19.25,3.234866
19.255,3.248941
19.26,3.245422
19.265,3.210236
19.27,3.245422
19.275,3.248941
19.28,3.227829
19.285,3.220791
19.29,3.252459
19.295,3.213755
19.3,3.234866
19.305,3.231348
19.31,3.227829
19.315,3.234866
19.32,3.245422
19.325,3.234866
19.33,3.248941
19.335,3.196161
19.34,3.234866
19.345,3.245422
19.35,3.217273
19.355,3.227829
19.36,3.248941
19.365,3.273571
19.37,3.238385
19.375,3.220791
19.38,3.220791
19.385,3.252459
19.39,3.22431
19.395,3.19968
19.4,3.22431
19.405,3.245422
19.41,3.266534
19.415,3.238385
19.42,3.22431
19.425,3.259497
19.43,3.238385
19.435,3.231348
19.44,3.231348
19.445,3.241903
19.45,3.217273
19.455,3.22431
19.46,3.241903
19.465,3.245422
19.47,3.19968
19.475,3.252459
19.48,3.227829
19.485,3.217273
19.49,3.266534
19.495,3.231348
19.5,3.231348
19.505,3.255978
19.51,3.217273
19.515,3.245422
19.52,3.234866
19.525,3.217273
19.53,3.227829
19.535,3.241903
19.54,3.220791
19.545,3.241903
19.55,3.241903
19.555,3.217273
19.56,3.217273
19.565,3.241903
19.57,3.231348
19.575,3.245422
19.58,3.245422
19.585,3.210236
19.59,3.248941
19.595,3.238385
19.6,3.22431
19.605,3.386167
19.61,3.555062
19.615,3.706363
19.62,3.875258
19.625,3.987854
19.63,4.125081
19.635,4.276382
19.64,4.41009
19.645,4.491019
19.65,4.607134
19.655,4.733805
19.66,4.79714
19.665,4.941404
19.67,4.987146
19.675,5.071594
19.68,5.226414
19.685,5.201783
19.69,5.328454
19.695,5.423457
19.7,5.441051
19.705,5.525496
19.71,5.588834
19.715,5.652168
19.72,5.676797
19.725,5.747171
19.73,5.792916
19.735,5.842173
19.74,5.919583
19.745,5.933659
19.75,5.972363
19.755,6.011068
19.76,6.074406
19.765,6.123664
19.77,6.113111
19.775,6.176445
19.78,6.218667
19.785,6.208114
19.79,6.317192
19.795,6.282006
19.8,6.303117
19.805,6.369968
19.81,6.373491
19.815,6.412195
19.82,6.433307
19.825,6.440342
19.83,6.486087
19.835,6.472011
19.84,6.521269
19.845,6.510716
19.85,6.507198
19.855,6.567014
19.86,6.577572
19.865,6.609237
19.87,6.595161
19.875,6.62683
19.88,6.651459
19.885,6.665535
19.89,6.67961
19.895,6.651459
19.9,6.690164
19.905,6.676093
19.91,6.714797
19.915,6.739426
19.92,6.690164
19.925,6.749984
19.93,6.721833
19.935,6.774613
19.94,6.799242
19.945,6.739426
19.95,6.788689
19.955,6.795725
19.96,6.799242
19.965,6.8098
19.97,6.8098
19.975,6.813318
19.98,6.799242
19.985,6.85554
19.99,6.852023
19.995,6.816836
20,6.873134
20.005,6.880174
20.01,6.859058
20.015,6.848505
20.02,6.848505
20.025,6.894245
20.03,6.873134
20.035,6.883692
20.04,6.897768
20.045,6.894245
20.05,6.911839
20.055,6.880174
20.06,6.908321
20.065,6.904803
20.07,6.904803
20.075,6.947026
20.08,6.925914
20.085,6.918879
20.09,6.93295
20.095,6.915361
20.1,6.954066
20.105,6.911839
20.11,6.901285
20.115,6.950543
20.12,6.922397
20.125,6.93999
20.13,6.908321
20.135,6.968137
20.14,6.971659
20.145,6.904803
20.15,6.943508
20.155,6.996288
20.16,6.950543
20.165,6.971659
20.17,6.947026
20.175,6.93999
20.18,6.975177
20.185,6.989248
20.19,6.971659
20.195,6.936472
20.2,6.982212
20.205,6.968137
20.21,6.961101
20.215,6.968137
20.22,6.954066
20.225,6.98573
20.23,6.98573
20.235,6.982212
20.24,6.98573
20.245,6.947026
20.25,6.968137
20.255,6.989248
20.26,7.006841
20.265,6.989248
20.27,6.950543
20.275,6.982212
20.28,6.989248
20.285,7.013882
20.29,6.989248
20.295,6.975177
20.3,6.996288
20.305,6.989248
20.31,6.982212
20.315,6.996288
20.32,6.971659
20.325,6.996288
20.33,7.013882
20.335,6.964619
20.34,7.013882
20.345,7.006841
20.35,6.996288
20.355,6.996288
20.36,7.003324
20.365,7.006841
20.37,6.999806
20.375,6.996288
20.38,6.99277
20.385,6.982212
20.39,7.024435
20.395,7.017399
20.4,6.98573
20.405,6.996288
20.41,7.006841
20.415,7.006841
20.42,6.989248
20.425,6.99277
20.43,7.020917
20.435,6.978695
20.44,6.996288
20.445,7.017399
20.45,6.99277
20.455,6.996288
20.46,6.98573
20.465,7.020917
20.47,7.038511
20.475,7.006841
20.48,7.024435
20.485,7.003324
20.49,7.049069
20.495,7.027953
20.5,6.978695
20.505,7.006841
20.51,6.999806
20.515,7.038511
20.52,7.07018
20.525,7.013882
20.53,7.010364
20.535,6.99277
20.54,7.027953
20.545,7.06314
20.55,6.982212
20.555,7.010364
20.56,7.027953
20.565,7.042028
20.57,7.020917
20.575,6.996288
20.58,7.013882
20.585,7.042028
20.59,7.017399
20.595,7.024435
20.6,6.982212
20.605,7.042028
20.61,7.034993
20.615,7.006841
20.62,7.038511
20.625,7.024435
20.63,7.017399
20.635,7.013882
20.64,6.996288
20.645,7.034993
20.65,7.006841
20.655,6.999806
20.66,7.003324
20.665,7.006841
20.67,7.045546
20.675,6.996288
20.68,7.017399
20.685,7.059622
20.69,7.010364
20.695,7.017399
20.7,7.017399
20.705,7.038511
20.71,7.006841
20.715,7.034993
20.72,7.038511
20.725,6.989248
20.73,7.006841
20.735,7.056104
20.74,6.99277
20.745,7.038511
20.75,7.020917
20.755,6.99277
20.76,7.038511
20.765,7.042028
20.77,7.024435
20.775,7.045546
20.78,7.013882
20.785,7.038511
20.79,7.003324
20.795,7.038511
20.8,7.017399
20.805,7.020917
20.81,7.024435
20.815,6.996288
20.82,7.073698
20.825,7.017399
20.83,7.017399
20.835,7.073698
20.84,7.010364
20.845,7.024435
20.85,7.031475
20.855,6.999806
20.86,7.038511
20.865,7.038511
20.87,7.020917
20.875,7.038511
20.88,7.020917
20.885,7.031475
20.89,6.99277
20.895,7.024435
20.9,7.052586
20.905,6.999806
20.91,7.013882
20.915,7.020917
20.92,7.017399
20.925,7.034993
20.93,7.010364
20.935,7.031475
20.94,7.017399
20.945,7.013882
20.95,7.049069
20.955,7.024435
20.96,6.996288
20.965,7.034993
20.97,7.020917
20.975,7.059622
20.98,7.006841
20.985,7.042028
20.99,7.042028
20.995,7.027953
21,7.049069
21.005,7.017399
21.01,7.003324
21.015,7.038511
21.02,7.034993
21.025,7.006841
21.03,7.020917
21.035,7.027953
21.04,7.027953
21.045,7.059622
21.05,7.017399
21.055,7.013882
21.06,7.020917
21.065,7.017399
21.07,7.031475
21.075,7.07018
21.08,6.978695
21.085,7.006841
21.09,7.059622
21.095,7.042028
21.1,7.020917
21.105,7.010364
21.11,7.049069
21.115,7.045546
21.12,6.999806
21.125,7.038511
21.13,7.031475
21.135,7.042028
21.14,7.006841
21.145,7.013882
21.15,7.066662
21.155,7.024435
21.16,7.010364
21.165,7.020917
21.17,7.020917
21.175,7.080733
21.18,7.017399
21.185,6.989248
21.19,7.020917
21.195,7.027953
21.2,7.045546
21.205,7.003324
21.21,6.999806
21.215,7.056104
21.22,7.010364
21.225,7.024435
21.23,7.017399
21.235,7.031475
21.24,7.042028
21.245,6.996288
21.25,7.031475
21.255,7.052586
21.26,7.024435
21.265,7.020917
21.27,7.038511
21.275,7.049069
21.28,7.020917
21.285,7.006841
21.29,7.052586
21.295,7.017399
21.3,7.066662
21.305,7.045546
21.31,6.989248
21.315,7.027953
21.32,7.034993
21.325,7.017399
21.33,7.038511
21.335,7.013882
21.34,7.013882
21.345,7.017399
21.35,7.073698
21.355,7.017399
21.36,6.989248
21.365,7.038511
21.37,7.027953
21.375,7.013882
21.38,7.06314
21.385,7.006841
21.39,7.017399
21.395,7.024435
21.4,7.052586
21.405,7.020917
21.41,7.010364
21.415,7.027953
21.42,7.006841
21.425,7.027953
21.43,7.049069
21.435,7.006841
21.44,7.017399
21.445,7.020917
21.45,7.031475
21.455,7.034993
21.46,7.024435
21.465,7.017399
21.47,7.045546
21.475,7.049069
21.48,7.024435
21.485,6.989248
21.49,7.017399
21.495,7.010364
21.5,7.038511
21.505,7.073698
21.51,6.99277
21.515,7.038511
21.52,7.034993
21.525,7.013882
21.53,7.020917
21.535,7.020917
21.54,7.042028
21.545,7.013882
21.55,7.045546
21.555,7.049069
21.56,7.006841
21.565,6.982212
21.57,7.017399
21.575,7.045546
21.58,7.020917
21.585,7.010364
21.59,7.038511
21.595,7.010364
21.6,7.024435
21.605,7.052586
21.61,6.996288
21.615,7.049069
21.62,7.017399
21.625,7.034993
21.63,7.049069
21.635,7.006841
21.64,7.020917
21.645,7.031475
21.65,7.017399
21.655,7.056104
21.66,7.017399
21.665,7.003324
21.67,7.006841
21.675,7.049069
21.68,7.034993
21.685,7.038511
21.69,7.017399
21.695,7.003324
21.7,7.06314
21.705,7.024435
21.71,7.006841
21.715,7.038511
21.72,7.003324
21.725,6.999806
21.73,7.066662
21.735,7.013882
21.74,7.020917
21.745,7.031475
21.75,7.031475
21.755,7.027953
21.76,7.017399
21.765,7.027953
21.77,6.999806
21.775,7.020917
21.78,7.027953
21.785,7.010364
21.79,7.034993
21.795,7.045546
21.8,7.017399
21.805,7.027953
21.81,7.020917
21.815,7.010364
21.82,7.031475
21.825,7.024435
21.83,7.017399
21.835,7.027953
21.84,7.010364
21.845,7.027953
21.85,7.027953
21.855,7.038511
21.86,7.003324
21.865,7.013882
21.87,7.045546
21.875,7.027953
21.88,7.031475
21.885,7.017399
21.89,6.996288
21.895,7.024435
21.9,7.045546
21.905,7.024435
21.91,6.989248
21.915,7.024435
21.92,7.045546
21.925,7.024435
21.93,7.006841
21.935,6.989248
21.94,7.017399
21.945,7.020917
21.95,7.010364
21.955,7.006841
21.96,7.017399
21.965,7.042028
21.97,7.013882
21.975,6.999806
21.98,7.042028
21.985,6.999806
21.99,6.996288
21.995,7.027953
22,7.052586
22.005,7.024435
22.01,6.996288
22.015,7.024435
22.02,7.017399
22.025,7.006841
22.03,7.045546
22.035,6.971659
22.04,7.042028
22.045,7.006841
22.05,7.031475
22.055,7.045546
22.06,6.982212
22.065,7.038511
22.07,7.038511
22.075,7.017399
22.08,7.038511
22.085,7.024435
22.09,7.034993
22.095,6.978695
22.1,7.06314
22.105,7.031475
22.11,6.982212
22.115,7.038511
22.12,6.98573
22.125,7.052586
22.13,7.038511
22.135,7.003324
22.14,7.003324
22.145,7.027953
22.15,7.042028
22.155,7.013882
22.16,7.017399
22.165,7.017399
22.17,7.020917
22.175,7.045546
22.18,6.989248
22.185,7.017399
22.19,7.027953
22.195,6.99277
22.2,7.056104
22.205,7.006841
22.21,7.013882
22.215,7.042028
22.22,6.98573
22.225,7.052586
22.23,7.013882
22.235,7.013882
22.24,7.013882
22.245,7.006841
22.25,7.056104
22.255,7.013882
22.26,7.027953
22.265,7.017399
22.27,7.013882
22.275,7.059622
22.28,6.989248
22.285,6.98573
22.29,7.031475
22.295,6.99277
22.3,7.056104
22.305,7.017399
22.31,6.975177
22.315,7.010364
22.32,6.996288
22.325,7.049069
22.33,7.017399
22.335,7.006841
22.34,7.031475
22.345,6.982212
22.35,7.052586
22.355,6.99277
22.36,7.003324
22.365,7.038511
22.37,6.99277
22.375,7.045546
22.38,7.038511
22.385,6.99277
22.39,7.034993
22.395,7.003324
22.4,7.020917
22.405,6.996288
22.41,7.006841
22.415,6.999806
22.42,7.017399
22.425,7.034993
22.43,6.999806
22.435,7.027953
22.44,6.999806
22.445,7.017399
22.45,7.052586
22.455,6.982212
22.46,6.996288
22.465,7.034993
22.47,7.013882
22.475,7.024435
22.48,7.024435
22.485,6.982212
22.49,7.034993
22.495,7.038511
22.5,7.013882
22.505,6.996288
22.51,7.045546
22.515,6.98573
22.52,7.013882
22.525,7.013882
22.53,6.978695
22.535,7.010364
22.54,6.971659
22.545,7.024435
22.55,7.038511
22.555,7.003324
22.56,7.049069
22.565,6.999806
22.57,7.017399
22.575,7.027953
22.58,6.968137
22.585,7.031475
22.59,6.98573
22.595,7.034993
22.6,7.020917
22.605,6.98573
22.61,7.003324
22.615,6.996288
22.62,7.038511
22.625,7.017399
22.63,6.982212
22.635,7.027953
22.64,7.003324
22.645,7.013882
22.65,7.034993
22.655,7.010364
22.66,7.020917
22.665,7.017399
22.67,7.027953
22.675,7.013882
22.68,7.038511
22.685,7.013882
22.69,7.013882
22.695,7.042028
22.7,6.989248
22.705,7.017399
22.71,6.999806
22.715,6.999806
22.72,7.052586
22.725,7.003324
22.73,6.98573
22.735,7.027953
22.74,7.010364
22.745,7.027953
22.75,7.013882
22.755,7.006841
22.76,6.996288
22.765,7.034993
22.77,7.020917
22.775,6.975177
22.78,7.017399
22.785,6.99277
22.79,7.006841
22.795,7.027953
22.8,6.99277
22.805,7.017399
22.81,6.996288
22.815,7.042028
22.82,7.013882
22.825,6.98573
22.83,7.020917
22.835,7.013882
22.84,7.034993
22.845,6.996288
22.85,6.982212
22.855,7.024435
22.86,7.017399
22.865,7.034993
22.87,6.989248
22.875,7.006841
22.88,7.017399
22.885,6.975177
22.89,7.013882
22.895,7.006841
22.9,6.999806
22.905,7.006841
22.91,7.013882
22.915,6.999806
22.92,6.950543
22.925,7.034993
22.93,7.031475
22.935,6.99277
22.94,7.020917
22.945,6.989248
22.95,7.020917
22.955,6.99277
22.96,7.042028
22.965,7.024435
22.97,6.978695
22.975,7.027953
22.98,7.010364
22.985,7.003324
22.99,7.010364
22.995,6.982212
23,7.031475
23.005,7.031475
23.01,7.010364
23.015,7.017399
23.02,6.996288
23.025,7.024435
23.03,7.003324
23.035,7.027953
23.04,6.982212
23.045,7.017399
23.05,7.049069
23.055,6.989248
23.06,7.006841
23.065,7.010364
23.07,7.013882
23.075,6.999806
23.08,7.017399
23.085,7.06314
23.09,6.996288
23.095,6.982212
23.1,7.031475
23.105,7.013882
23.11,7.031475
23.115,7.006841
23.12,7.027953
23.125,7.020917
23.13,6.989248
23.135,7.020917
23.14,6.989248
23.145,7.013882
23.15,6.999806
23.155,7.027953
23.16,7.045546
23.165,6.989248
23.17,6.982212
23.175,7.017399
23.18,7.038511
23.185,6.996288
23.19,7.013882
23.195,7.031475
23.2,7.013882
23.205,7.013882
23.21,6.996288
23.215,6.982212
23.22,7.013882
23.225,6.975177
23.23,7.052586
23.235,7.020917
23.24,7.013882
23.245,7.006841
23.25,7.003324
23.255,7.059622
23.26,6.975177
23.265,6.982212
23.27,7.010364
23.275,7.017399
23.28,7.006841
23.285,6.989248
23.29,7.024435
